order_id,customer_id,order_timestamp,archetype,account_age_days,lifetime_orders_before,lifetime_returns_before,returns_last_7_days,returns_last_90_days,orders_last_30_days,has_previous_order,current_order_value,average_order_value,product_category,item_count,delivery_confirmed,return_hours_after_delivery,selected_return_reason,return_reason_changed,same_reason_multiple_products,refund_requested_before_pickup,accounts_on_same_device,accounts_on_same_address,payment_method,shipping_billing_address_mismatch,payment_method_is_novel,contacted_support_before_return,previous_return_claims_last_15_days,support_contacts,return_requested,refund_issued,is_return_abuse,is_chargeback,raw_risk_score,risk_score_0_1,customer_history_score,current_order_score,return_behavior_score,network_score,transaction_score,support_score,score_customer_history_new_account,score_customer_history_low_lifetime_orders,score_customer_history_lifetime_return_order_ratio,score_customer_history_returns_last_7_days,score_customer_history_returns_last_90_days,score_customer_history_orders_last_30_days,score_current_order_order_value,score_current_order_product_category,score_current_order_repeat_item_count,score_return_behavior_return_requested_after_delivery,score_return_behavior_other_return_reason,score_return_behavior_return_reason_changed,score_return_behavior_same_reason_multiple_products,score_return_behavior_refund_requested_before_pickup,score_network_accounts_on_same_device,score_network_accounts_on_same_address,score_transaction_cash_on_delivery,score_transaction_shipping_billing_address_mismatch,score_transaction_payment_method_novelty,score_support_no_support_contact_before_return,score_support_previous_return_claims_last_15_days,risk_band
ORD_005119,CUST_00008,2026-03-31 00:58:00.000000,normal,488,7,0,0,0,7,True,478.32,1772.14,Apparel,1,1,,,0,0,0,1,1,Cash on Delivery,0,1,1,0,0,0,0,0,1,0.3,0.146341,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,low
ORD_005444,CUST_00917,2026-03-31 00:58:00.000000,normal,842,5,0,0,0,5,True,2161.98,1778.77,Home Goods,1,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_006174,CUST_00439,2026-03-31 00:58:00.000000,normal,85,3,1,0,1,3,True,2214.41,2812.63,Consumer Electronics,1,1,,,0,0,0,1,1,Netbanking,0,1,1,1,0,0,0,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_007145,CUST_00798,2026-03-31 00:58:00.000000,normal,420,7,0,0,0,7,True,1959.0,2567.15,Grocery,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.05,0.02439,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_011340,CUST_00713,2026-03-31 00:58:00.000000,frequent_legitimate,419,24,3,1,3,13,True,2463.11,2751.21,Luxury Apparel,1,1,,,0,0,0,1,1,Card,0,0,1,1,1,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_012748,CUST_00400,2026-03-31 00:58:00.000000,normal,34,5,0,0,0,2,True,1252.5,2511.26,Luxury Cosmetics,1,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_013197,CUST_00081,2026-03-31 00:58:00.000000,normal,201,15,2,0,2,14,True,5860.24,2871.66,Apparel,2,1,32.41,Size/fit,0,0,0,1,1,UPI,0,0,1,1,0,1,1,0,0,0.2,0.097561,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_013971,CUST_00341,2026-03-31 00:58:00.000000,high_value_legitimate,796,12,1,1,1,8,True,2407.78,4357.74,Consumer Electronics,1,1,,,0,0,0,1,1,Wallet,0,0,1,1,0,0,0,0,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_014955,CUST_00296,2026-03-31 00:58:00.000000,shared_environment,487,8,1,0,1,5,True,1130.69,2284.26,Accessories,2,1,,,0,0,0,2,2,Cash on Delivery,0,1,1,0,1,0,0,0,0,0.35,0.170732,0.0,0.05,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.1,0.0,0.0,low
ORD_016344,CUST_00312,2026-03-31 00:58:00.000000,normal,439,14,0,0,0,13,True,892.46,2225.53,Apparel,3,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_017292,CUST_00517,2026-03-31 00:58:00.000000,normal,359,17,1,0,1,15,True,2395.07,2571.18,Luxury Apparel,6,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_017819,CUST_00627,2026-03-31 00:58:00.000000,normal,524,13,1,0,1,11,True,470.42,2378.17,Accessories,2,1,,,0,0,0,1,1,Netbanking,1,1,1,0,0,0,0,0,0,0.3,0.146341,0.05,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,low
ORD_019658,CUST_00011,2026-03-31 00:58:00.000000,new_legitimate,44,25,0,0,0,22,True,2075.44,2071.16,Footwear,2,1,10.8,Wrong item,0,0,0,1,1,Wallet,0,1,1,0,2,1,1,0,0,0.15,0.073171,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_021336,CUST_00388,2026-03-31 00:58:00.000000,normal,248,21,1,0,1,17,True,1070.49,2382.47,Gaming,2,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_026511,CUST_00628,2026-03-31 00:58:00.000000,normal,930,21,0,0,0,20,True,4146.86,2482.06,Consumer Electronics,1,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_027111,CUST_00951,2026-03-31 00:58:00.000000,normal,394,25,0,0,0,25,True,503.1,2264.73,Home Goods,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_027380,CUST_00823,2026-03-31 00:58:00.000000,normal,538,29,0,0,0,26,True,3027.0,2314.79,Footwear,1,1,,,0,0,0,1,1,Netbanking,0,1,1,0,1,0,0,0,0,0.2,0.097561,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_029062,CUST_00932,2026-03-31 00:58:00.000000,normal,77,26,1,0,1,23,True,1397.17,2034.99,Home Goods,5,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.25,0.121951,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_029606,CUST_00261,2026-03-31 00:58:00.000000,normal,989,22,0,0,0,22,True,2124.82,2059.09,Grocery,2,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.05,0.02439,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_030464,CUST_00618,2026-03-31 00:58:00.000000,normal,215,31,0,0,0,31,True,2468.04,1981.57,Footwear,1,1,,,0,0,0,1,1,Cash on Delivery,0,1,1,0,0,0,0,0,0,0.25,0.121951,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,low
ORD_032708,CUST_00339,2026-03-31 00:58:00.000000,new_legitimate,39,32,0,0,0,31,True,2035.87,2865.66,Consumer Electronics,6,1,151.81,Size/fit,0,0,0,1,1,Wallet,0,1,0,0,0,1,0,0,0,0.4,0.195122,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_033131,CUST_00992,2026-03-31 00:58:00.000000,normal,336,24,0,0,0,21,True,703.92,2642.16,Gaming,1,1,158.24,Missing item,0,0,0,1,1,Card,0,0,1,0,1,1,1,0,0,0.2,0.097561,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_034208,CUST_00163,2026-03-31 00:58:00.000000,normal,931,29,0,0,0,29,True,1691.67,2302.85,Grocery,5,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_035028,CUST_00598,2026-03-31 00:58:00.000000,shared_environment,247,29,0,0,0,26,True,847.85,2039.01,Footwear,2,1,,,0,0,0,2,4,Card,0,0,1,0,2,0,0,0,0,0.25,0.121951,0.05,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,low
ORD_035464,CUST_00663,2026-03-31 00:58:00.000000,normal,815,40,0,0,0,37,True,630.33,1978.19,Apparel,1,1,,,0,0,0,1,1,Wallet,0,1,1,0,0,0,0,0,0,0.2,0.097561,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_035535,CUST_00763,2026-03-31 00:58:00.000000,normal,511,34,0,0,0,34,True,3095.38,2407.66,Footwear,2,1,,,0,0,0,2,1,Card,0,1,1,0,0,0,0,0,0,0.2,0.097561,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_039194,CUST_00984,2026-03-31 00:58:00.000000,normal,948,44,2,1,2,41,True,304.22,2079.38,Grocery,1,1,,,0,0,0,1,2,UPI,0,0,1,1,1,0,0,0,0,0.1,0.04878,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,low
ORD_045242,CUST_00387,2026-03-31 00:58:00.000000,high_value_legitimate,337,42,1,0,1,41,True,3450.55,3910.0,Accessories,1,1,,,0,0,0,1,1,Cash on Delivery,0,0,1,1,0,0,0,0,0,0.15,0.073171,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,low
ORD_045318,CUST_00462,2026-03-31 00:58:00.000000,high_value_legitimate,819,51,1,0,1,51,True,8284.58,4055.86,Footwear,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_045498,CUST_00100,2026-03-31 00:58:00.000000,frequent_legitimate,494,90,4,0,4,83,True,486.33,2089.55,Home Goods,1,1,,,0,0,0,1,1,Card,0,0,1,1,1,0,0,0,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_046111,CUST_00212,2026-03-31 00:58:00.000000,normal,882,40,0,0,0,39,True,1851.37,2175.89,Books,2,1,,,0,0,0,2,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_049060,CUST_00755,2026-03-31 00:58:00.000000,normal,748,42,0,0,0,42,True,955.52,2256.88,Home Goods,1,1,,,0,0,0,1,1,UPI,1,0,1,0,1,0,0,0,0,0.2,0.097561,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_049121,CUST_00998,2026-03-31 00:58:00.000000,serial_returner,375,97,5,1,5,96,True,7554.12,3216.37,Footwear,1,1,,,0,0,0,1,1,UPI,0,0,1,1,4,0,0,1,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_007342,CUST_00665,2026-03-31 00:59:00.000000,normal,605,6,1,0,1,4,True,1488.98,2026.5,Accessories,2,1,,,0,0,0,2,2,Netbanking,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,low
ORD_007790,CUST_00513,2026-03-31 00:59:00.000000,normal,760,2,0,0,0,1,True,2078.29,2148.32,Consumer Electronics,3,1,,,0,0,0,1,1,Wallet,0,1,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_009308,CUST_00864,2026-03-31 00:59:00.000000,normal,663,4,0,0,0,3,True,1895.69,1256.1,Luxury Cosmetics,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_009816,CUST_00615,2026-03-31 00:59:00.000000,normal,41,9,1,0,1,7,True,1483.14,2071.89,Footwear,2,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.05,0.02439,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_011735,CUST_00403,2026-03-31 00:59:00.000000,normal,900,14,0,0,0,9,True,1721.27,2250.06,Consumer Electronics,2,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_011925,CUST_00332,2026-03-31 00:59:00.000000,normal,222,10,0,0,0,10,True,797.53,2060.91,Grocery,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_013016,CUST_00825,2026-03-31 00:59:00.000000,normal,239,13,2,0,2,8,True,1570.74,2623.57,Apparel,2,1,,,0,0,0,1,2,Card,1,1,1,0,0,0,0,0,0,0.35,0.170732,0.0,0.1,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.1,0.0,0.0,low
ORD_015787,CUST_00289,2026-03-31 00:59:00.000000,normal,173,22,2,0,2,20,True,5757.27,2029.83,Footwear,1,1,,,0,0,0,1,1,UPI,0,0,1,1,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_016234,CUST_00911,2026-03-31 00:59:00.000000,frequent_legitimate,397,20,6,1,6,11,True,1992.88,2394.37,Gaming,1,1,,,0,0,0,1,1,UPI,0,0,1,1,2,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_016242,CUST_00694,2026-03-31 00:59:00.000000,frequent_legitimate,542,32,5,2,5,20,True,2816.94,1905.77,Footwear,2,1,,,0,0,0,1,1,UPI,0,0,1,2,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_016326,CUST_00543,2026-03-31 00:59:00.000000,serial_returner,217,30,5,1,5,24,True,3076.11,2979.93,Luxury Apparel,3,1,66.13,Wrong item,1,0,0,1,1,Card,0,0,0,1,2,1,1,1,0,0.3,0.146341,0.05,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_019176,CUST_00779,2026-03-31 00:59:00.000000,frequent_legitimate,788,35,2,1,2,30,True,3406.67,2278.7,Books,1,1,,,0,0,0,1,1,UPI,0,0,1,1,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_021679,CUST_00080,2026-03-31 00:59:00.000000,normal,719,23,0,0,0,23,True,1589.91,2328.7,Accessories,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_021934,CUST_00910,2026-03-31 00:59:00.000000,normal,911,27,0,0,0,25,True,1441.93,1772.26,Home Goods,1,1,,,0,0,0,1,1,UPI,0,0,1,0,2,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_024866,CUST_00246,2026-03-31 00:59:00.000000,normal,887,29,0,0,0,24,True,5559.63,2352.38,Books,3,1,,,0,0,0,1,1,Netbanking,0,1,1,0,0,0,0,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_024872,CUST_00574,2026-03-31 00:59:00.000000,frequent_legitimate,391,48,0,0,0,42,True,872.56,2519.87,Apparel,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_025623,CUST_00834,2026-03-31 00:59:00.000000,normal,716,24,3,0,3,15,True,2532.55,1794.47,Apparel,5,1,5.04,Damaged,0,0,0,1,1,Card,0,0,0,0,1,1,1,0,0,0.25,0.121951,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_025631,CUST_00515,2026-03-31 00:59:00.000000,normal,138,21,0,0,0,20,True,2681.41,2446.31,Apparel,4,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_026454,CUST_00830,2026-03-31 00:59:00.000000,normal,120,20,2,0,2,18,True,1427.31,1923.59,Consumer Electronics,1,1,,,0,0,0,1,1,UPI,1,0,1,1,1,0,0,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_027635,CUST_00652,2026-03-31 00:59:00.000000,normal,178,22,0,0,0,20,True,3572.54,2167.74,Gaming,2,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_032246,CUST_00184,2026-03-31 00:59:00.000000,normal,806,27,0,0,0,24,True,388.75,2028.52,Consumer Electronics,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_034751,CUST_00084,2026-03-31 00:59:00.000000,normal,802,29,0,0,0,28,True,960.35,2166.94,Apparel,1,1,,,0,0,0,1,1,Cash on Delivery,0,1,1,0,0,0,0,0,0,0.35,0.170732,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,low
ORD_035145,CUST_00366,2026-03-31 00:59:00.000000,normal,519,37,0,0,0,37,True,607.63,2379.88,Books,1,1,,,0,0,0,1,1,UPI,1,0,1,0,1,0,0,0,0,0.15,0.073171,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_038794,CUST_00360,2026-03-31 00:59:00.000000,new_legitimate,24,34,0,0,0,34,True,841.68,1912.52,Accessories,2,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_042026,CUST_00675,2026-03-31 00:59:00.000000,normal,981,36,0,0,0,35,True,5227.54,2260.59,Footwear,1,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.05,0.02439,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_045268,CUST_00084,2026-03-31 00:59:00.000000,normal,802,38,0,0,0,37,True,972.74,2097.26,Footwear,1,1,,,0,0,0,1,1,Card,0,0,1,0,2,0,0,0,0,0.05,0.02439,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_046292,CUST_00630,2026-03-31 00:59:00.000000,new_legitimate,43,40,0,0,0,36,True,1581.18,2192.31,Grocery,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.05,0.02439,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
